010000 29.0 32.0 5
010005 27.0 32.0 5
010010 28.0 32.0 5
010015 27.0 32.0 5
010020 29.0 32.0 5
010025 24.0 32.0 5
010030 25.0 28.5 6
010035 26.0 28.5 6
010040 27.0 28.5 6
010050 22.0 26.0 6
010055 23.0 26.0 5
010100 23.0 25.0 7
010105 23.0 25.0 7
010110 22.0 25.0 7
010115 20.0 23.0 6
010120 19.0 22.0 6
010125 23.0 21.0 5
010130 21.0 19.5 6
010135 21.0 19.0 5
010140 24.0 19.0 5
010145 22.0 20.0 6
010150 21.0 19.5 6
010155 17.0 19.5 6
010200 20.0 19.5 6
010210 21.0 19.5 6
010215 21.0 19.0 5
010220 21.0 19.0 5
010225 21.0 19.0 5
010229 18.0 19.5 6
010235 18.0 18.0 7
010240 18.0 18.0 7
010245 18.0 18.0 7
010250 17.0 16.0 7
010255 17.0 16.0 7
010300 16.0 16.0 7
010305 16.0 16.0 7
010310 16.0 15.5 6
010315 19.0 15.5 6
010319 15.0 15.5 6
010325 13.0 15.5 6
010330 17.0 14.5 6
010335 16.0 14.0 5
010340 17.0 14.0 5
010345 18.0 14.0 5
010350 13.0 14.0 5
010355 20.0 14.5 6
010400 16.0 14.5 6
010405 14.0 14.5 6
010410 16.0 15.0 5
010415 15.0 14.5 6
010420 17.0 14.0 6
010425 17.0 13.0 7
010430 15.0 13.0 7
010435 13.0 13.0 7
010440 15.0 13.0 7
010445 13.0 13.0 7
010450 10.0 13.0 7
010455 11.0 13.0 7
010500 15.0 13.0 7
010505 13.0 11.5 6
010510 15.0 12.5 6
010514 14.0 12.5 6
010520 11.0 12.5 6
010525 14.0 12.5 6
010530 14.0 13.0 7
010534 14.0 13.0 7
010540 15.0 16.0 5
010545 11.0 16.0 6
010550 14.0 16.0 6
010555 12.0 16.0 6
010600 14.0 14.5 6
010605 11.0 14.5 6
010610 12.0 16.0 5
010615 16.0 16.0 5
010620 14.0 14.0 5
010625 14.0 14.0 5
010629 16.0 14.0 7
010635 13.0 14.0 7
010640 14.0 14.0 7
010645 18.0 14.5 8
010650 21.0 14.5 8
010655 21.0 16.5 8
010700 19.0 16.0 8
010705 24.0 16.0 8
010710 25.0 17.5 8
010714 25.0 17.5 8
010720 29.0 17.0 7
010725 28.0 17.5 8
010730 31.0 18.0 7
010735 27.0 20.0 7
010740 29.0 22.0 7
010745 31.0 19.5 8
010750 28.0 19.5 8
010754 30.0 19.5 8
010810 29.0 22.0 8
010815 31.0 23.5 8
010819 30.0 23.5 8
010825 28.0 23.5 8
010830 28.0 23.5 8
010835 30.0 23.5 8
010840 31.0 23.0 8
010844 30.0 23.0 8
010850 25.0 23.0 8
010855 27.0 23.0 8
010900 22.0 23.0 8
010940 26.0 24.0 7
010945 23.0 24.0 7
010950 27.0 25.0 7
010955 24.0 24.5 8
011000 23.0 24.0 8
011005 25.0 24.0 8
011010 23.0 24.0 8
011014 26.0 24.0 8
011019 24.0 24.0 8
011025 30.0 24.0 8
011030 26.0 24.0 9
011034 27.0 22.0 9
011040 21.0 21.0 9
011045 24.0 21.0 8
011050 29.0 21.0 8
011055 21.0 20.5 8
011100 24.0 20.5 8
011105 21.0 20.5 8
011110 23.0 20.5 8
011115 23.0 20.0 7
011120 22.0 20.0 7
011124 24.0 20.0 7
011130 31.0 19.5 6
011135 26.0 20.0 5
011139 23.0 20.0 5
011144 25.0 21.0 4
011150 22.0 20.5 4
011154 27.0 20.5 4
011200 25.0 20.0 5
011205 24.0 20.0 6
011209 25.0 20.0 6
011215 21.0 19.5 6
011220 20.0 19.5 6
011224 21.0 19.5 6
011230 21.0 19.5 6
011235 23.0 19.5 6
011240 22.0 19.5 6
011245 22.0 21.0 7
011250 24.0 21.0 8
011255 21.0 21.0 7
011300 24.0 21.0 6
011305 23.0 21.0 7
011309 24.0 21.0 7
011315 22.0 24.0 7
011320 23.0 22.5 8
011325 24.0 20.0 8
011330 24.0 20.0 8
011335 22.0 20.0 8
011340 24.0 20.0 8
011345 25.0 20.0 8
011350 22.0 19.5 8
011355 18.0 19.5 8
011400 22.0 19.5 8
011405 21.0 19.5 8
011410 22.0 20.5 8
011415 20.0 20.0 8
011420 19.0 18.5 8
011425 19.0 18.5 8
011430 23.0 18.0 8
011435 21.0 19.0 8
011440 21.0 19.0 8
011445 20.0 19.0 9
011450 22.0 18.0 9
011455 22.0 18.0 9
011500 19.0 19.0 9
011505 17.0 19.0 9
011510 19.0 19.0 9
011515 19.0 19.0 9
011520 18.0 19.5 8
011524 18.0 16.5 8
011530 17.0 18.0 9
011535 17.0 15.0 9
011540 17.0 15.0 9
011545 17.0 15.0 8
011550 18.0 15.0 8
011555 19.0 15.0 8
011600 19.0 15.0 8
011605 18.0 15.5 8
011610 16.0 15.5 8
011615 20.0 15.5 8
011620 17.0 16.0 9
011624 19.0 16.0 9
011630 15.0 16.0 9
011635 14.0 16.0 9
011639 16.0 14.0 9
011645 15.0 14.0 9
011650 17.0 16.0 9
011655 14.0 16.0 9
011700 15.0 16.0 9
011705 13.0 16.0 9
011710 12.0 16.0 9
011715 13.0 12.5 8
011720 17.0 12.5 8
011725 14.0 11.0 7
011730 14.0 11.0 7
011735 13.0 12.5 8
011739 13.0 12.5 8
011745 10.0 12.5 8
011750 12.0 11.0 8
011755 13.0 11.0 8
011800 14.0 11.0 8
011805 12.0 12.0 7
011810 13.0 12.0 7
011814 12.0 12.0 7
011820 16.0 12.0 7
011825 14.0 12.0 7
011830 13.0 12.0 7
011835 16.0 12.0 7
011840 12.0 12.0 8
011845 10.0 12.0 8
011850 10.0 12.0 8
011854 11.0 11.5 8
011900 12.0 11.5 8
011905 10.0 11.5 8
011909 9.0 11.5 8
011915 7.0 11.0 9
011920 9.0 8.5 8
011925 8.0 8.0 8
011930 8.0 7.0 9
011935 5.0 7.0 9
011940 7.0 7.0 9
011945 8.0 7.0 9
011950 8.0 7.0 9
011955 7.0 7.0 9
012000 8.0 7.0 8
012005 8.0 7.0 8
012010 6.0 7.0 9
012015 6.0 7.0 9
012020 7.0 6.5 8
012025 10.0 6.5 8
012030 10.0 7.0 8
012035 10.0 7.0 8
012040 8.0 7.0 8
012045 10.0 7.0 8
012050 7.0 7.0 8
012055 9.0 7.0 8
012100 7.0 8.0 9
012105 7.0 8.0 9
012110 9.0 8.0 9
012115 4.0 8.0 9
012119 5.0 7.0 8
012125 5.0 7.0 8
012130 4.0 7.0 8
012135 5.0 5.0 6
012140 4.0 5.0 5
012144 2.0 5.0 5
012149 3.0 5.0 5
012155 2.0 5.0 6
012200 2.0 5.0 6
012205 2.0 5.0 7
012210 1.0 4.0 6
012214 2.0 3.5 6
012220 2.0 2.0 5
012230 1.0 2.0 5
012235 2.0 2.0 5
012239 2.0 2.0 5
012244 3.0 2.0 5
012250 2.0 2.0 5
012254 3.0 2.5 4
012300 1.0 3.0 4
012305 3.0 6.0 2
012310 3.0 4.0 3
012315 3.0 4.0 3
012320 5.0 4.0 3
012325 4.0 4.5 4
012330 4.0 4.5 6
012335 6.0 4.5 6
012340 8.0 5.0 5
012345 7.0 5.0 5
012350 7.0 4.5 4
012355 10.0 5.0 6
020000 8.0 5.0 4
020005 6.0 5.0 5
020009 4.0 5.0 4
020015 8.0 5.5 4
020020 8.0 7.0 5
020025 6.0 7.0 5
020030 5.0 6.0 7
020035 4.0 6.0 8
020040 4.0 6.0 8
020044 4.0 6.0 8
020050 6.0 5.0 8
020055 3.0 3.5 8
020100 2.0 3.5 8
020105 2.0 3.5 8
020110 2.0 3.5 8
020115 2.0 3.5 8
020120 2.0 3.5 8
020125 4.0 3.0 8
020130 3.0 3.0 8
020135 4.0 3.0 8
020139 2.0 3.0 8
020145 3.0 3.0 8
020150 4.0 3.0 8
020155 4.0 3.0 8
020200 3.0 3.0 8
020205 2.0 3.0 8
020210 3.0 3.0 7
020215 2.0 3.0 7
020220 3.0 3.0 7
020225 2.0 3.0 7
020230 3.0 3.0 7
020234 3.0 3.0 7
020240 4.0 3.0 7
020245 2.0 3.0 7
020249 2.0 3.0 7
020255 2.0 3.0 6
020300 2.0 3.0 6
020305 3.0 3.0 6
020310 1.0 3.0 7
020315 2.0 3.0 7
020320 1.0 3.0 7
020325 3.0 3.0 7
020330 2.0 3.0 7
020335 2.0 3.0 7
020340 2.0 2.0 7
020344 2.0 2.0 7
020350 3.0 2.0 8
020355 2.0 2.0 8
020400 3.0 2.0 8
020405 2.0 2.0 8
020410 2.0 2.0 7
020414 2.0 2.0 7
020420 2.0 2.0 6
020425 1.0 2.5 6
020429 2.0 2.5 6
020435 1.0 2.0 7
020440 1.0 2.0 7
020445 1.0 2.0 7
020450 2.0 1.0 7
020455 2.0 1.0 7
020500 2.0 1.0 7
020505 1.0 1.0 7
020510 1.0 1.0 7
020515 1.0 1.0 7
020520 1.0 2.0 7
020524 1.0 2.0 8
020530 3.0 2.0 8
020535 2.0 2.0 8
020540 2.0 2.0 8
020545 2.0 2.0 8
020550 4.0 2.0 8
020555 3.0 2.0 8
020600 4.0 2.0 8
020605 5.0 2.0 8
020610 5.0 2.0 8
